,keyword,title,summary,date,href
133,blockchain,Petia Dimitrova: We create innovative products with actual value for customers,Interview with Petia Dimitrova for Banker Special. ,5 юли 2021,https://mediacenter.postbank.bg/petia-dimitrova-create-innovative-products-actual-customers/
134,fintech,Bank digitalization,4 January 2018.,4 януари 2018,https://mediacenter.postbank.bg/bank-digitalization/
135,fintech,"Mrs. Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank: We change banking through innovation",Interview for Economic Magazine.,24 март 2021,https://mediacenter.postbank.bg/mrs-petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank-change-banking-innovation/
136,fintech,"Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank",06 December 2019.,6 декември 2019,https://mediacenter.postbank.bg/petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank/
137,fintech,"Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank",2 November 2017.,2 ноември 2017,https://mediacenter.postbank.bg/petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank-2/
138,fintech,"Petia Dimitrova, Postbank’s Chief Executive Officer and Chairperson of the Management Board: OUR GOAL IS TO PROVIDE DIGITAL SERVICES THAT ARE AS FLEXIBLE AS POSSIBLE","The speed of digitalization and introducing innovations depends on the bank itself, its strategy and desire to respond to customer needs.",3 януари 2020,https://mediacenter.postbank.bg/petia-dimitrova-postbanks-chief-executive-officer-chairperson-management-board-goal-provide-digital-services-flexible/
139,fintech,Petia Dimitrova: Digitalization has set even more ambitious goals for us for the future,Interview with Petia Dimitrova for Economy.bg,28 септември 2021,https://mediacenter.postbank.bg/petia-dimitrova-digitalization-set-ambitious-goals-future/
140,fintech,Petia Dimitrova: Instant payments are the new normal and banks are part of it,Interview with Petia Dimitrova for Bloomberg TV. ,4 юни 2021,https://mediacenter.postbank.bg/petia-dimitrova-instant-payments-normal-banks-part/
141,fintech,Petia Dimitrova: Regulations continue to be one of the most serious challenges,"The results of the asset quality review and the stress test confirmed something that people working in this sector know well – that our banking system is at a very stable level, the banks are well capitalized and liquid, and are successfully managing their loan portfolios.",6 май 2017,https://mediacenter.postbank.bg/petia-dimitrova-regulations-continue-challenges/
142,fintech,Petia Dimitrova: Success is only a step towards new success,"The year is going well and I expect it to be successful one for households and businesses, as well as for the banks. ",29 юни 2017,https://mediacenter.postbank.bg/petia-dimitrova-success-step-success/
143,fintech,Petia Dimitrova: The banking digitalization is our mission,We are moving at our customers’ pace and we are trying to be one step ahead of them at the same time.,20 март 2018,https://mediacenter.postbank.bg/petia-dimitrova-banking-digitalization-mission/
144,fintech,Petia Dimitrova: The digital future is now,"Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank. ",10 юли 2021,https://mediacenter.postbank.bg/12324/
145,fintech,Petia Dimitrova: “Innovations give us the necessary energy to change banking”,Interview for The World Financial Review Magazine.,1 юни 2021,https://mediacenter.postbank.bg/mrs-petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank/
146,fintech,Petia Dimitrova: “Postbank is merging with Piraeus Bank Bulgaria in order to provide more options to our clients”,7 November 2019.,7 ноември 2019,https://mediacenter.postbank.bg/petia-dimitrova-postbank-merging-piraeus-bank-bulgaria-order-provide-options-clients/
147,fintech,The bank in your smartphone,"The first thing Petia Dimitrova, CEO and chairman of the Management Board at Postbank, does when he arrives in her office in the morning is to check her special hotline. ",25 октомври 2017,https://mediacenter.postbank.bg/bank-smartphone/
148,fintech,"Ангел Матеев участва в дискусия за устойчивото развитие и екологичните, социални и управленски фактори","“Когато обсъждаме устойчивото развитие и зелените политики, говорим за нещо повече от финансиране, пари и инвестиции – за глобални тенденции, оформяне на екологично мислене и създаване на ценности“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%b4%d0%b8%d1%81%d0%ba%d1%83%d1%81%d0%b8%d1%8f-%d0%b7%d0%b0-%d1%83%d1%81%d1%82/
149,fintech,"Ангел Матеев участва в дискусия за устойчивото развитие и екологичните, социални и управленски фактори","“Когато обсъждаме устойчивото развитие и зелените политики, говорим за нещо повече от финансиране, пари и инвестиции – за глобални тенденции, оформяне на екологично мислене и създаване на ценности“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%b4%d0%b8%d1%81%d0%ba%d1%83%d1%81%d0%b8%d1%8f-%d0%b7%d0%b0-%d1%83%d1%81%d1%82-2/
150,fintech,"Асен Ягодин, изпълнителен директор на Пощенска банка с ресор “Корпоративно банкиране и капиталови пазари”: Присъствието на Пощенска банка в корпоративния сегмент се забелязва. 500 млн. лв. са новоотпуснатите от нас кредити за фирми през миналата година","През 2015 г. направихме необходимото преструктуриране вътре в самата организационна структура на управлението за корпоративно банкиране, открихме нови бизнес центрове, подсилихме екипите. ",29 март 2016,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4%d0%b8%d1%80%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%bd%d0%b0-3/
151,fintech,Асен Ягодин: Иновациите са пътят на промяната,"Нашата цел е да бъдем банка в крак с технологиите, но в същото време, която не е загубила човешкия контакт с клиентите. ",9 ноември 2016,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b8%d0%bd%d0%be%d0%b2%d0%b0%d1%86%d0%b8%d0%b8%d1%82%d0%b5-%d1%81%d0%b0-%d0%bf%d1%8a%d1%82%d1%8f%d1%82-%d0%bd%d0%b0-%d0%bf%d1%80%d0%be/
152,fintech,Борислав Диков: Клиентите все повече желаят да управляват финансите си чрез мобилни приложения и дигитални портфейли,"В Пощенска банка стартирахме процесите на дигитализация, с цел осигуряване на отлично клиентско преживяване, удобства и бързи решения, още преди години. ",31 март 2021,https://mediacenter.postbank.bg/%d0%b1%d0%be%d1%80%d0%b8%d1%81%d0%bb%d0%b0%d0%b2-%d0%b4%d0%b8%d0%ba%d0%be%d0%b2-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82%d0%b8%d1%82%d0%b5-%d0%b2%d1%81%d0%b5-%d0%bf%d0%be%d0%b2%d0%b5%d1%87%d0%b5-%d0%b6/
153,fintech,Борислав Диков: Клиентите все повече желаят да управляват финансите си чрез мобилни приложения и дигитални портфейли,"В Пощенска банка стартирахме процесите на дигитализация, с цел осигуряване на отлично клиентско преживяване, удобства и бързи решения, още преди години. ",31 март 2021,https://mediacenter.postbank.bg/%d0%b1%d0%be%d1%80%d0%b8%d1%81%d0%bb%d0%b0%d0%b2-%d0%b4%d0%b8%d0%ba%d0%be%d0%b2-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82%d0%b8%d1%82%d0%b5-%d0%b2%d1%81%d0%b5-%d0%bf%d0%be%d0%b2%d0%b5%d1%87%d0%b5-%d0%b6-2/
154,fintech,Димитър Шумаров на Fintech Summit 2022: Симбиозата между банките и финтех компаниите е факт и ще продължи да се развива,"“В областта на дигитализацията има два водещи фактора – бързина и сигурност. Те са само част от условията за първокласно клиентско изживяване, клиентите искат услуги, които непрекъснато се усъвършенстват и развиват“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d0%bd%d0%b0-fintech-summit-2022-%d1%81%d0%b8%d0%bc%d0%b1%d0%b8%d0%be%d0%b7%d0%b0%d1%82%d0%b0-%d0%bc%d0%b5%d0%b6/
155,fintech,Димитър Шумаров на Fintech Summit 2022: Симбиозата между банките и финтех компаниите е факт и ще продължи да се развива,"“В областта на дигитализацията има два водещи фактора – бързина и сигурност. Те са само част от условията за първокласно клиентско изживяване, клиентите искат услуги, които непрекъснато се усъвършенстват и развиват“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d0%bd%d0%b0-fintech-summit-2022-%d1%81%d0%b8%d0%bc%d0%b1%d0%b8%d0%be%d0%b7%d0%b0%d1%82%d0%b0-%d0%bc%d0%b5%d0%b6-2/
156,fintech,"Интервю на Петя Димитрова за “Капитал“, конференция “FinTech Summit” 2021","Навлизането на финтех компаниите в сектора активира един режим на “здравословна конкуренция“, която вече даде своите положителни резултати. ",31 март 2021,https://mediacenter.postbank.bg/%d0%b8%d0%bd%d1%82%d0%b5%d1%80%d0%b2%d1%8e-%d0%bd%d0%b0-%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b7%d0%b0-%d0%ba%d0%b0%d0%bf%d0%b8%d1%82%d0%b0%d0%bb/
157,fintech,Николай Лазаров: Бъдещето е в устойчивия микс между физическите и дигиталните канали за банкиране,"Устойчивият микс между физическите и дигиталните канали, в който традиционната банкова култура и висока експертиза са надградени с възможностите на дигиталната инфраструктура.",24 юни 2021,https://mediacenter.postbank.bg/%d0%bd%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d0%b9-%d0%bb%d0%b0%d0%b7%d0%b0%d1%80%d0%be%d0%b2-%d0%b1%d1%8a%d0%b4%d0%b5%d1%89%d0%b5%d1%82%d0%be-%d0%b5-%d0%b2-%d1%83%d1%81%d1%82%d0%be%d0%b9%d1%87%d0%b8%d0%b2/
158,fintech,Николай Лазаров: Бъдещето е в устойчивия микс между физическите и дигиталните канали за банкиране,"Устойчивият микс между физическите и дигиталните канали, в който традиционната банкова култура и висока експертиза са надградени с възможностите на дигиталната инфраструктура.",24 юни 2021,https://mediacenter.postbank.bg/%d0%bd%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d0%b9-%d0%bb%d0%b0%d0%b7%d0%b0%d1%80%d0%be%d0%b2-%d0%b1%d1%8a%d0%b4%d0%b5%d1%89%d0%b5%d1%82%d0%be-%d0%b5-%d0%b2-%d1%83%d1%81%d1%82%d0%be%d0%b9%d1%87%d0%b8%d0%b2-2/
159,fintech,"Петя Димитрова на “Fintech Summit 2021“: Банките вече са високотехнологични институции, готови да обслужват клиентите си дигитално","Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка взе участие в годишната конференция “Fintech Summit 2021“. ",31 март 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-fintech-summit-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b2%d0%b5%d1%87%d0%b5/
160,fintech,"Петя Димитрова на “Fintech Summit 2021“: Банките вече са високотехнологични институции, готови да обслужват клиентите си дигитално","Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка взе участие в годишната конференция “Fintech Summit 2021“. ",31 март 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-fintech-summit-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b2%d0%b5%d1%87%d0%b5-2/
161,fintech,"Петя Димитрова, Мисис Икономика 2018: Дигитализацията е дълъг път, който ще извървим","Петя Димитрова, Мисис Икономика 2018: Дигитализацията е дълъг път, който ще извървим
сп. “Икономика” Петя Димитрова е главен изпълнителен директор и председател на Управителния съвет на Пощенска банка. Член е и на УС на Асоциацията на банките в България Изпълнена съм c респект и благодарност към всички, които са оценили нашия труд и нашето развитие през тези години. Това е награда за целия ни екип. Резултатите ни
20 декември 2018
Научете повече",20 декември 2018,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bc%d0%b8%d1%81%d0%b8%d1%81-%d0%b8%d0%ba%d0%be%d0%bd%d0%be%d0%bc%d0%b8%d0%ba%d0%b0-2018-%d0%b4%d0%b8%d0%b3%d0%b8/
162,fintech,Петя Димитрова: Tехнологиите променят модела на банкиране,Инерцията на ниските лихви в България ще продължи още.,2 декември 2016,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-t%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be%d0%b3%d0%b8%d0%b8%d1%82%d0%b5-%d0%bf%d1%80%d0%be%d0%bc%d0%b5%d0%bd%d1%8f%d1%82/
163,fintech,Петя Димитрова: Пощенска банка предлага иновации с баланс между дигитализацията и индивидуалното обслужване,Интервю за “Капитал” преди конференцията Fintech Summit 2022. ,22 март 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bb%d0%b0/
164,fintech,Петя Димитрова: “Дигитализацията с фокус върху потребителското преживяване движи стратегията на Пощенска банка за 2020”,"Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка, е представена на корицата на последния брой на списание „Bulgaria on Air“. ",3 януари 2020,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d1%81-%d1%84%d0%be/
165,fintech,Пощенска банка кани предприемачи и стартъп компании в третото регионално състезание за финансови технологии − Beyond Hackathon,"Пощенска банка кани предприемачи и стартъп компании в третото регионално състезание за финансови технологии − Beyond Hackathon
Инициативата ще се проведе от 22 до 24 юни в Атина. За поредна година Пощенска банка подкрепя иновациите в сектора на финансовите услуги и кани свои партньори да се включат в третото регионално състезание за разработване на финансови технологии − Beyond Hackathon. Банката кани за участие стартъп компании и хора от България, работещи в сферата
16 май 2018
Научете повече",16 май 2018,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%ba%d0%b0%d0%bd%d0%b8-%d0%bf%d1%80%d0%b5%d0%b4%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d0%b0%d1%87%d0%b8-%d0%b8-%d1%81%d1%82-2/
166,fintech,Пощенска банка кани предприемачи и стартъп компании от България във второто регионално състезание Beyond Hackathon,"За втора поредна година Пощенска банка подкрепя иновациите в сектора на финансовите услуги и обяви старта на Beyond Hackathon, регионално състезание на за разработване на финансови технологии. ",22 февруари 2017,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%ba%d0%b0%d0%bd%d0%b8-%d0%bf%d1%80%d0%b5%d0%b4%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d0%b0%d1%87%d0%b8-%d0%b8-%d1%81%d1%82/
167,fintech,"С гордост обявяваме старта на Beyond Hackathon, първото регионално състезание  за финансови технологии на Юробанк","Beyond Hackathon е първото регионално състезание на Юробанк за финансови технологии (FinTech), което ще се състои в Атина от 24 до 26 юни 2016 г.",13 юни 2016,https://mediacenter.postbank.bg/%d1%81-%d0%b3%d0%be%d1%80%d0%b4%d0%be%d1%81%d1%82-%d0%be%d0%b1%d1%8f%d0%b2%d1%8f%d0%b2%d0%b0%d0%bc%d0%b5-%d1%81%d1%82%d0%b0%d1%80%d1%82%d0%b0-%d0%bd%d0%b0-hackathon-%d0%bf%d1%8a%d1%80%d0%b2%d0%be/
168,fintech,Участваме в NEXT DIFI – Sofia 2017,"В края на месец септември София ще бъде домакин на международния форум за технологични иновации и финансови услуги, а Пощенска банка е генерален спонсор. ",24 август 2017,https://mediacenter.postbank.bg/%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0%d0%bc%d0%b5-%d0%b2-difi-sofia-2017/
169,machine learning,Petia Dimitrova: We Follow the Market for Potential Consolidations and Are Ready to Broaden Our Presence,"An interview with Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank for 24 Hours",20 май 2022,https://mediacenter.postbank.bg/petia-dimitrova-follow-market-potential-consolidations-ready-broaden-presence/
170,machine learning,Как ENOTI на GAIDA ще промени пазара на имоти,"GAIDA e една от 10-те компании, участници в Dare to Scale на Endeavor с основен партньор Пощенска банка. GAIDA фокусира усилията си в подобряването на процеса по намирането на имот – едно от най-важните финансови решения в живота ни. Нейната технология помага на всички по веригата да достигнат до правилната сделка с по-малко загубено време и повече прозрачност.",4 октомври 2019,https://mediacenter.postbank.bg/%d0%ba%d0%b0%d0%ba-enoti-%d0%bd%d0%b0-gaida-%d1%89%d0%b5-%d0%bf%d1%80%d0%be%d0%bc%d0%b5%d0%bd%d0%b8-%d0%bf%d0%b0%d0%b7%d0%b0%d1%80%d0%b0-%d0%bd%d0%b0-%d0%b8%d0%bc%d0%be%d1%82%d0%b8/
171,machine learning,Лина Върбанова: Навлизането на изкуствения интелект ще промени много бизнеси и голяма част от света ни,Осмото издание на международния форум за дигитални финанси Next DiFi се състоя в София,31 октомври 2023,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d0%bd%d0%b5%d1%82%d0%be-%d0%bd%d0%b0-%d0%b8%d0%b7%d0%ba%d1%83%d1%81%d1%82/
172,machine learning,Петя Димитрова: Следим пазара за потенциални консолидации и сме готови да разширим присъствието си,"Интервю с Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка за вестник “24 часа“",16 май 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%81%d0%bb%d0%b5%d0%b4%d0%b8%d0%bc-%d0%bf%d0%b0%d0%b7%d0%b0%d1%80%d0%b0-%d0%b7%d0%b0-%d0%bf%d0%be%d1%82%d0%b5%d0%bd/
173,machine learning,Проект “Pleggi“,Проектът “Pleggi“ е един от 30-те финалисти в категория “Дигитални иновации”. ,20 август 2021,https://mediacenter.postbank.bg/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82-pleggi/
174,machine learning,"Румен Радушев, мениджър сектор “Банкиране на дребно“: Бъдещето на retail банкирането е в персоналния подход",Тенденциите в дигиталната трансформация и иновативните банкови решения бяха тема на дискусия по време на “Финансов форум Иновации”,10 юни 2022,https://mediacenter.postbank.bg/%d1%80%d1%83%d0%bc%d0%b5%d0%bd-%d1%80%d0%b0%d0%b4%d1%83%d1%88%d0%b5%d0%b2-%d0%bc%d0%b5%d0%bd%d0%b8%d0%b4%d0%b6%d1%8a%d1%80-%d1%81%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8/
175,machine learning,"Румен Радушев, мениджър сектор “Банкиране на дребно“: Бъдещето на retail банкирането е в персоналния подход",Тенденциите в дигиталната трансформация и иновативните банкови решения бяха тема на дискусия по време на “Финансов форум Иновации”,10 юни 2022,https://mediacenter.postbank.bg/%d1%80%d1%83%d0%bc%d0%b5%d0%bd-%d1%80%d0%b0%d0%b4%d1%83%d1%88%d0%b5%d0%b2-%d0%bc%d0%b5%d0%bd%d0%b8%d0%b4%d0%b6%d1%8a%d1%80-%d1%81%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8-2/
176, ИИ ,"“Учи, за да работиш”",Инициативата ще съдейства за преодоляване на пропастта между търсенето и предлагането на подготвени кадри на пазара на труда у нас. ,5 февруари 2016,https://mediacenter.postbank.bg/%d1%83%d1%87%d0%b8-%d0%b7%d0%b0-%d0%b4%d0%b0-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b8%d1%88/
177, ИИ ,Асен Ягодин: Банките ни се представят по-добре от европейските,"Търсенето на свеж ресурс силно надвишава предлагането и това е причината за високите лихви по кредитите, коментира в интервю за вестник Пари изпълнителният директор на Пощенска банка.",20 май 2009,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%bd%d0%b8-%d1%81%d0%b5-%d0%bf%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b0%d0%b2%d1%8f%d1%82-%d0%bf/
178, ИИ ,Асен Ягодин: В Пощенска банка постоянно разширяваме богатото портфолио от зелени продукти и услуги,"Изпълнителният директор и член на Управителния съвет на Пощенска банка взе участие в кръгла маса, посветена на политиките и практиките за стимулиране на зелени инвестиции в бизнеса",20 април 2022,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d0%be%d1%81%d1%82%d0%be%d1%8f%d0%bd%d0%bd/
179, ИИ ,Асен Ягодин: В Пощенска банка постоянно разширяваме богатото портфолио от зелени продукти и услуги,"Изпълнителният директор и член на Управителния съвет на Пощенска банка взе участие в кръгла маса, посветена на политиките и практиките за стимулиране на зелени инвестиции в бизнеса",20 април 2022,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d0%be%d1%81%d1%82%d0%be%d1%8f%d0%bd%d0%bd-2/
180, ИИ ,Асен Ягодин: Лихвите по депозитите и по кредитите ще продължат да спадат през новата 2011 година,Изпълнителният директор на Пощенска банка през Дарик радио.,5 януари 2011,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%bb%d0%b8%d1%85%d0%b2%d0%b8%d1%82%d0%b5-%d0%bf%d0%be-%d0%b4%d0%b5%d0%bf%d0%be%d0%b7%d0%b8%d1%82%d0%b8%d1%82%d0%b5-%d0%b8-%d0%bf%d0%be/
181, ИИ ,"Николай Лазаров: Предлагаме отлично клиентско изживяване, защото познаваме клиентите си и техните желания","Николай Лазаров, началник управление “Продажби индивидуално банкиране” в Пощенска банка, бе специален гост в подкаста “Сутрешно предаване за мениджъри“ с водещ Пламен Петров.",26 март 2021,https://mediacenter.postbank.bg/%d0%bd%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d0%b9-%d0%bb%d0%b0%d0%b7%d0%b0%d1%80%d0%be%d0%b2-%d0%bf%d1%80%d0%b5%d0%b4%d0%bb%d0%b0%d0%b3%d0%b0%d0%bc%d0%b5-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%bd%d0%be-%d0%ba/
182, ИИ ,Петя Димитрова: Присъединяването към еврозоната ще донесе важни ползи за клиентите ни,"Банковият сектор у нас е сред най-подготвените за пълноправно членство в еврозоната и това се обуславя от факта, че страната ни вече е част от банковия съюз",9 декември 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bf%d1%80%d0%b8%d1%81%d1%8a%d0%b5%d0%b4%d0%b8%d0%bd%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5%d1%82%d0%be-%d0%ba%d1%8a%d0%bc/
183, ИИ ,Петя Димитрова: Присъединяването към еврозоната ще донесе важни ползи за клиентите ни,"Банковият сектор у нас е сред най-подготвените за пълноправно членство в еврозоната и това се обуславя от факта, че страната ни вече е част от банковия съюз",9 декември 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bf%d1%80%d0%b8%d1%81%d1%8a%d0%b5%d0%b4%d0%b8%d0%bd%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5%d1%82%d0%be-%d0%ba%d1%8a%d0%bc-2/
184, ИИ ,Петя Димитрова: “Ускоряване на банковите иновации с фокус върху ESG и зелената сделка ще бъдат сред основните предизвикателства пред икономиката“,Главният изпълнителен директор на Пощенска банка беше един от лекторите по време на Sofia Economic Forum 2022,21 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%83%d1%81%d0%ba%d0%be%d1%80%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be/
185, ИИ ,Петя Димитрова: “Ускоряване на банковите иновации с фокус върху ESG и зелената сделка ще бъдат сред основните предизвикателства пред икономиката“,Главният изпълнителен директор на Пощенска банка беше един от лекторите по време на Sofia Economic Forum 2022,21 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%83%d1%81%d0%ba%d0%be%d1%80%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be-2/
186, ИИ ,Пощенска банка с две награди от конкурса на Българската асоциация на рекламодателите – 2022,В София се състоя седмото издание на BAAwards 2022 – престижните награди за изключителни постижения в маркетинговите комуникации на Българската асоциация на рекламодателите (БАР),8 април 2022,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81-%d0%b4%d0%b2%d0%b5-%d0%bd%d0%b0%d0%b3%d1%80%d0%b0%d0%b4%d0%b8-%d0%be%d1%82-%d0%ba%d0%be%d0%bd%d0%ba%d1%83%d1%80/
