,keyword,title,summary,date,href
494,иновация,Петя Димитрова: Следим пазара за потенциални консолидации и сме готови да разширим присъствието си,"Интервю с Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка за вестник “24 часа“",16 май 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%81%d0%bb%d0%b5%d0%b4%d0%b8%d0%bc-%d0%bf%d0%b0%d0%b7%d0%b0%d1%80%d0%b0-%d0%b7%d0%b0-%d0%bf%d0%be%d1%82%d0%b5%d0%bd/
495,иновация,Петя Димитрова: Стартирахме мащабно стратегическо партньорство с ПОК “Доверие“ в предлагането на качествени продукти за клиентите ни,"Интервю на Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка за финансово-икономическия сайт Investor.bg. ",20 октомври 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%81%d1%82%d0%b0%d1%80%d1%82%d0%b8%d1%80%d0%b0%d1%85%d0%bc%d0%b5-%d0%bc%d0%b0%d1%89%d0%b0%d0%b1%d0%bd%d0%be-%d1%81/
496,иновация,Петя Димитрова: “Дигитализацията е основа на банкирането на бъдещето”,"Ексклузивно интервю с Главния изпълнителен директор и Председател на Управителния съвет на Пощенска банка. October – November 2019, The European Financial Review",12 ноември 2019,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d0%b5-%d0%be%d1%81/
497,иновация,Петя Димитрова: “Дигитализацията с фокус върху потребителското преживяване движи стратегията на Пощенска банка за 2020”,"Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка, е представена на корицата на последния брой на списание „Bulgaria on Air“. ",3 януари 2020,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d1%81-%d1%84%d0%be/
498,иновация,Пощенска банка отличи приложение за доброволци в младежката софтуерна надпревара СофтУниада 2019,"Повече от 400 ученици и студенти от цяла България с 36 проекта се включиха в оспорваната надпревара СофтУниада 2019, която се организира от Софтуерния университет за четвърта поредна година. В нея младежите получават възможност да се конкурират в състезателно програмиране или да разработят свой продукт – уеб, мобилно или софтуерно приложение, който да представят.",9 май 2019,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b8-%d0%bf%d1%80%d0%b8%d0%bb%d0%be%d0%b6%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b7%d0%b0-%d0%b4/
499,иновация,Пощенска банка представи нови възможности без аналог на българския пазар в дигиталните зони за експресно банкиране,От финансовата институция отчитат покритие на 75% от населението в градовете с високотехнологичните устройства ,18 октомври 2021,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b0%d0%b2%d0%b8-%d0%bd%d0%be%d0%b2%d0%b8-%d0%b2%d1%8a%d0%b7%d0%bc%d0%be%d0%b6/
500,иновация,Пощенска банка представя EVA – дигитален асистент – иновативна услуга от ново поколение,Чатботът е базиран на технологията на изкуствения интелект и предоставя консултации в реално време ,8 ноември 2022,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b0%d0%b2%d1%8f-eva-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b5/
501,иновация,Пощенска банка с две отличия от седмото издание на конкурса b2b Media Annual Awards 2021,Пощенска банка беше отличена с две награди от седмото издание на конкурса b2b Media Annual Awards 2021.,15 юли 2021,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81-%d0%b4%d0%b2%d0%b5-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b8%d1%8f-%d0%be%d1%82-%d1%81%d0%b5%d0%b4%d0%bc%d0%be%d1%82-3/
502,иновация,Пощенска банка с две отличия от седмото издание на конкурса b2b Media Annual Awards 2021,Пощенска банка беше отличена с две награди от седмото издание на конкурса b2b Media Annual Awards 2021.,15 юли 2021,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81-%d0%b4%d0%b2%d0%b5-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b8%d1%8f-%d0%be%d1%82-%d1%81%d0%b5%d0%b4%d0%bc%d0%be%d1%82-2/
503,иновация,Пощенска банка успешно внедри 6 робота в дейността на своята администрация,Чрез иновативната RPA технология банката оптимизира 20 стандартни процеса  в рамките на най-мащабния проект за роботизация в сектора.,4 август 2020,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%83%d1%81%d0%bf%d0%b5%d1%88%d0%bd%d0%be-%d0%b2%d0%bd%d0%b5%d0%b4%d1%80%d0%b8-6-%d1%80%d0%be%d0%b1%d0%be%d1%82%d0%b0/
504,иновация,Пощенска банка – единствената банка с награда от престижния конкурс Effie Awards 2019,"Пощенска банка спечели отличие в категория “Услуги” в 12-тото издание на най-престижния конкурс у нас, който отличава ефективността на маркетинговите комуникации – Effie Awards, и стана единствената банка призьор в надпреварата.",27 ноември 2019,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%b5%d0%b4%d0%b8%d0%bd%d1%81%d1%82%d0%b2%d0%b5%d0%bd%d0%b0%d1%82%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81/
505,иновация,Проект #РаноБудна Чатбот: Пробудени за живот без токсичност,Проектът “#РаноБудна Чатбот: Пробудени за живот без токсичност” е един от 30-те финалисти в категория “Дигитални иновации”.,3 септември 2022,https://mediacenter.postbank.bg/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82-%d1%80%d0%b0%d0%bd%d0%be%d0%b1%d1%83%d0%b4%d0%bd%d0%b0-%d1%87%d0%b0%d1%82%d0%b1%d0%be%d1%82-%d0%bf%d1%80%d0%be%d0%b1%d1%83%d0%b4%d0%b5%d0%bd%d0%b8-%d0%b7%d0%b0/
506,иновация,Проект “Производство на биоразградима посуда и хранителни продукти от остатъчен материал”,Проектът “Производство на биоразградима посуда и хранителни продукти от остатъчен материал” е един от 30-те финалисти в категория “Зелени проекти”.,2 септември 2022,https://mediacenter.postbank.bg/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82-%d0%bf%d1%80%d0%be%d0%b8%d0%b7%d0%b2%d0%be%d0%b4%d1%81%d1%82%d0%b2%d0%be-%d0%bd%d0%b0-%d0%b1%d0%b8%d0%be%d1%80%d0%b0%d0%b7%d0%b3%d1%80%d0%b0%d0%b4%d0%b8/
507,иновация,Първият банков софтуерен ПОС Smart POS by Postbank е сред иновациите в престижния Forbes Innovation Forum,Първият банков софтуерен ПОС терминал Smart POS by Postbank бе представен като водещо технологично решение в пилотното издание на Forbes Innovation Forum. ,8 октомври 2021,https://mediacenter.postbank.bg/%d0%bf%d1%8a%d1%80%d0%b2%d0%b8%d1%8f%d1%82-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2-%d1%81%d0%be%d1%84%d1%82%d1%83%d0%b5%d1%80%d0%b5%d0%bd-%d0%bf%d0%be%d1%81-smart-pos-postbank-%d0%b5-%d1%81%d1%80%d0%b5/
508,иновация,Първият банков софтуерен ПОС Smart POS by Postbank е сред иновациите в престижния Forbes Innovation Forum,Първият банков софтуерен ПОС терминал Smart POS by Postbank бе представен като водещо технологично решение в пилотното издание на Forbes Innovation Forum. ,8 октомври 2021,https://mediacenter.postbank.bg/%d0%bf%d1%8a%d1%80%d0%b2%d0%b8%d1%8f%d1%82-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2-%d1%81%d0%be%d1%84%d1%82%d1%83%d0%b5%d1%80%d0%b5%d0%bd-%d0%bf%d0%be%d1%81-smart-pos-postbank-%d0%b5-%d1%81%d1%80%d0%b5-2/
509,иновация,Първо място в категория “Ребрандинг на продукт– Най-добър маркетингов екип с продукта “Кредит за отличници” от BAAwards 2016,BAAwards 2016 наградиха “Архитектите на промяната” в маркетинговите комуникации. ,17 юни 2016,https://mediacenter.postbank.bg/%d0%bf%d1%8a%d1%80%d0%b2%d0%be-%d0%bc%d1%8f%d1%81%d1%82%d0%be-%d0%b2-%d0%ba%d0%b0%d1%82%d0%b5%d0%b3%d0%be%d1%80%d0%b8%d1%8f-%d1%80%d0%b5%d0%b1%d1%80%d0%b0%d0%bd%d0%b4%d0%b8%d0%bd%d0%b3-%d0%bd/
510,иновация,"Румен Радушев: Изкуственият интелект е без алтернатива, но човешкият контакт остава незаменим фактор","Румен Радушев, заместник-началник сектор “Банкиране на дребно” в Пощенска банка, участва в конференцията “Четвъртата революция в банкирането”.",31 октомври 2019,https://mediacenter.postbank.bg/%d1%80%d1%83%d0%bc%d0%b5%d0%bd-%d1%80%d0%b0%d0%b4%d1%83%d1%88%d0%b5%d0%b2-%d0%b8%d0%b7%d0%ba%d1%83%d1%81%d1%82%d0%b2%d0%b5%d0%bd%d0%b8%d1%8f%d1%82-%d0%b8%d0%bd%d1%82%d0%b5%d0%bb%d0%b5%d0%ba%d1%82/
511,иновация,Румен Радушев: Потребителското изживяване с дигиталното банкиране има човешко лице,"Румен Радушев, заместник-началник сектор “Банкиране на дребно“ в Пощенска банка, участва в четвъртото издание на международната конференция за дигитални финанси, финтех и банкови иновации Next DiFi.",3 октомври 2019,https://mediacenter.postbank.bg/%d1%80%d1%83%d0%bc%d0%b5%d0%bd-%d1%80%d0%b0%d0%b4%d1%83%d1%88%d0%b5%d0%b2-%d0%bf%d0%be%d1%82%d1%80%d0%b5%d0%b1%d0%b8%d1%82%d0%b5%d0%bb%d1%81%d0%ba%d0%be%d1%82%d0%be-%d0%b8%d0%b7%d0%b6%d0%b8%d0%b2/
512,иновация,С 60% са се увеличили потребителите на мобилното приложение  m-Postbank през 2020 година,"“Дигиталните решения, без които не можем“ представя в епизод 7 на подкаста “Финанси на фокус“ началникът на отдел “Дигитално банкиране“ Борислав Диков.",22 януари 2021,https://mediacenter.postbank.bg/%d1%81-60-%d1%81%d0%b0-%d1%81%d0%b5-%d1%83%d0%b2%d0%b5%d0%bb%d0%b8%d1%87%d0%b8%d0%bb%d0%b8-%d0%bf%d0%be%d1%82%d1%80%d0%b5%d0%b1%d0%b8%d1%82%d0%b5%d0%bb%d0%b8%d1%82%d0%b5-%d0%bd%d0%b0-%d0%bc%d0%be/
513,иновации,Петя Димитрова: “Ускоряване на банковите иновации с фокус върху ESG и зелената сделка ще бъдат сред основните предизвикателства пред икономиката“,Главният изпълнителен директор на Пощенска банка беше един от лекторите по време на Sofia Economic Forum 2022,21 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%83%d1%81%d0%ba%d0%be%d1%80%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be/
514,иновации,Петя Димитрова: “Ускоряване на банковите иновации с фокус върху ESG и зелената сделка ще бъдат сред основните предизвикателства пред икономиката“,Главният изпълнителен директор на Пощенска банка беше един от лекторите по време на Sofia Economic Forum 2022,21 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%83%d1%81%d0%ba%d0%be%d1%80%d1%8f%d0%b2%d0%b0%d0%bd%d0%b5-%d0%bd%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be-2/
515,иновации,Пощенска банка спечели две международни награди за своите дигитални иновации,Финансовата институция отчита 50% ръст на преводите през мобилното си банкиране m-Postbank на годишна база. ,24 януари 2022,https://mediacenter.postbank.bg/12760/
516,иновации,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82/
517,иновации,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82-2/
518,иновации,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8/
519,иновации,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8-2/
520,иновации,Четири компании са отличени в програмата за растеж на Ендевър – Dare to Scale 2022,"Печелившите са Sofia Electric Brewing, Appolica, C4 Nexus и Swipe.bg",14 декември 2022,https://mediacenter.postbank.bg/%d1%87%d0%b5%d1%82%d0%b8%d1%80%d0%b8-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d1%81%d0%b0-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b5%d0%bd%d0%b8-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc/
521,иновации,Четири компании са отличени в програмата за растеж на Ендевър – Dare to Scale 2022,"Печелившите са Sofia Electric Brewing, Appolica, C4 Nexus и Swipe.bg",14 декември 2022,https://mediacenter.postbank.bg/%d1%87%d0%b5%d1%82%d0%b8%d1%80%d0%b8-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d1%81%d0%b0-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b5%d0%bd%d0%b8-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc-2/
522,иновации,10 компании влизат в програмата за растеж на Endeavor –  Dare to Scale 2021,40% от предприемачите тази година са жени.,14 юни 2021,https://mediacenter.postbank.bg/10-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0%d1%82%d0%b0-%d0%b7%d0%b0-%d1%80%d0%b0%d1%81%d1%82-2/
523,иновации,10 компании влизат в програмата за растеж на Endeavor –  Dare to Scale 2021,40% от предприемачите тази година са жени.,14 юни 2021,https://mediacenter.postbank.bg/10-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0%d1%82%d0%b0-%d0%b7%d0%b0-%d1%80%d0%b0%d1%81%d1%82-2-2/
524,иновации,10 компании влизат в програмата за растеж на Endeavor – Dare to Scale,"Българският офис на глобалната мрежа Endeavor избра предприемачи от 10 български компании с голям потенциал за растеж за пилотното издание на новата си програма за растеж Dare to Scale – първата от този род в България, която е насочена към бизнеси, които вече са преминали през стартъп фазата.",20 юни 2019,https://mediacenter.postbank.bg/10-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0%d1%82%d0%b0-%d0%b7%d0%b0-%d1%80%d0%b0%d1%81%d1%82%d0%b5/
525,иновации,12 компании влизат в програмата за растеж на Endeavor – Dare to Scale 2022,"В програмата са селектирани 21 предприемачи от различни сектори – ИТ и софтуер, хранително-вкусова индустрия, недвижими имоти, медии, както и организация с нестопанска цел",16 юни 2022,https://mediacenter.postbank.bg/12-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0%d1%82%d0%b0-%d0%b7%d0%b0-%d1%80%d0%b0%d1%81%d1%82%d0%b5/
526,иновации,12 компании влизат в програмата за растеж на Endeavor – Dare to Scale 2022,"В програмата са селектирани 21 предприемачи от различни сектори – ИТ и софтуер, хранително-вкусова индустрия, недвижими имоти, медии, както и организация с нестопанска цел",16 юни 2022,https://mediacenter.postbank.bg/12-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0%d1%82%d0%b0-%d0%b7%d0%b0-%d1%80%d0%b0%d1%81%d1%82-2/
527,иновации,22-ма предприемачи от 12 компании влизат в петото издание на Dare to Scale,"Компаниите, част от новата кохорта, са генерирали приходи от над 15 млн. лева за изминалата година",8 юни 2023,https://mediacenter.postbank.bg/22-%d0%bc%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d0%b0%d1%87%d0%b8-%d0%be%d1%82-12-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2/
528,иновации,70% ръст на преводите през мобилното банкиране отчита Пощенска банка за първите 6 месеца на годината,"Дарина Добрева, ръководител секция “Развитие на дигитални канали“ се включи в подкаста “Финанси на фокус“ по темата за еволюцията на дигиталните плащания",4 август 2021,https://mediacenter.postbank.bg/70-%d1%80%d1%8a%d1%81%d1%82-%d0%bd%d0%b0-%d0%bf%d1%80%d0%b5%d0%b2%d0%be%d0%b4%d0%b8%d1%82%d0%b5-%d0%bf%d1%80%d0%b5%d0%b7-%d0%bc%d0%be%d0%b1%d0%b8%d0%bb%d0%bd%d0%be%d1%82%d0%be-%d0%b1%d0%b0%d0%bd%d0%ba/
529,иновации,70% ръст на преводите през мобилното банкиране отчита Пощенска банка за първите 6 месеца на годината,"Дарина Добрева, ръководител секция “Развитие на дигитални канали“ се включи в подкаста “Финанси на фокус“ по темата за еволюцията на дигиталните плащания",4 август 2021,https://mediacenter.postbank.bg/70-%d1%80%d1%8a%d1%81%d1%82-%d0%bd%d0%b0-%d0%bf%d1%80%d0%b5%d0%b2%d0%be%d0%b4%d0%b8%d1%82%d0%b5-%d0%bf%d1%80%d0%b5%d0%b7-%d0%bc%d0%be%d0%b1%d0%b8%d0%bb%d0%bd%d0%be%d1%82%d0%be-%d0%b1%d0%b0%d0%bd-2/
530,иновации,"Aнна Иванова, генерален мениджър сектор “Финанси“, спечели отличието “Иновативен мениджмънт“ на Business Lady Awards","Aнна Иванова, генерален мениджър сектор “Финанси“, спечели отличието “Иновативен мениджмънт“ на Business Lady Awards
  Анна Иванова, генерален мениджър сектор “Финанси“ в Пощенска банка, бе отличена с приза “Иновативен Мениджмънт“ по време на 12-ото издание на годишните награди Business Lady 2022 на списание и клуб Business Lady. Целта на изданието е да даде трибуна и гласност на успешните бизнес практики у нас и професионални успехи сред дамите в България.
13 юни 2022
Научете повече",13 юни 2022,https://mediacenter.postbank.bg/a%d0%bd%d0%bd%d0%b0-%d0%b8%d0%b2%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d0%b3%d0%b5%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b5%d0%bd-%d0%bc%d0%b5%d0%bd%d0%b8%d0%b4%d0%b6%d1%8a%d1%80-%d1%81%d0%b5%d0%ba%d1%82%d0%be/
531,иновации,Mastercard UNIVERSE от Пощенска банка спечели престижно отличие в международния конкурс Elan Awards 2021,Финансовата институция е единственият победител от България в авторитетното състезание за най-добрите постижения в областта на картовия дизайн ,27 юни 2022,https://mediacenter.postbank.bg/mastercard-universe-%d0%be%d1%82-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bb%d0%b8-%d0%bf%d1%80%d0%b5%d1%81%d1%82%d0%b8%d0%b6/
532,иновации,PARAMIDONNA е победителят в Demo Day в тазгодишното  издание на Dare to Scale,Програмата на Ендевър се реализира за трета поредна година с основен партньор Пощенска банка и подкрепата на Софтуер Груп и ИАНМСП. ,10 декември 2021,https://mediacenter.postbank.bg/paramidonna-%d0%b5-%d0%bf%d0%be%d0%b1%d0%b5%d0%b4%d0%b8%d1%82%d0%b5%d0%bb%d1%8f%d1%82-%d0%b2-demo-day-%d0%b2-%d1%82%d0%b0%d0%b7%d0%b3%d0%be%d0%b4%d0%b8%d1%88%d0%bd%d0%be%d1%82%d0%be-%d0%b8%d0%b7/
533,иновации,World Finance Magazine: Пощенска банка е най-добрата банка в банкирането на дребно в България за 2018 г.,Пощенска банка бе отличена за най-добрата банка в банкирането на дребно в България за 2018 г. от престижния конкурс World Finance Banking Awards 2018 на World Finance Magazine.,12 юли 2018,https://mediacenter.postbank.bg/world-finance-magazine-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%b5-%d0%bd%d0%b0%d0%b9-%d0%b4%d0%be%d0%b1%d1%80%d0%b0%d1%82%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba/
534,иновации,Александра Димитрова в #СтажантскаПрограма,"Александра Димитрова е сред успешните стажанти, които посрещаме от Американския университет в България.",16 юли 2021,https://mediacenter.postbank.bg/%d0%b0%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%80%d0%b0-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b2-%d1%81%d1%82%d0%b0%d0%b6%d0%b0%d0%bd%d1%82%d1%81%d0%ba%d0%b0%d0%bf%d1%80/
535,иновации,"Александър Пунчев, началник-отдел “Средни корпоративни клиенти” в Пощенска банка: Компаниите са по-смели и не задържат плановете си за инвестиции","До голяма степен трябва да отбележим, че това е насърчено и от активните програми с различни европейски институции и средства, в които Пощенска банка всъщност участва активно.",10 март 2017,https://mediacenter.postbank.bg/%d0%b0%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%8a%d1%80-%d0%bf%d1%83%d0%bd%d1%87%d0%b5%d0%b2-%d0%bd%d0%b0%d1%87%d0%b0%d0%bb%d0%bd%d0%b8%d0%ba-%d0%be%d1%82%d0%b4%d0%b5%d0%bb-%d1%81%d1%80%d0%b5/
536,иновации,"Ангел Матеев участва в дискусия за устойчивото развитие и екологичните, социални и управленски фактори","“Когато обсъждаме устойчивото развитие и зелените политики, говорим за нещо повече от финансиране, пари и инвестиции – за глобални тенденции, оформяне на екологично мислене и създаване на ценности“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%b4%d0%b8%d1%81%d0%ba%d1%83%d1%81%d0%b8%d1%8f-%d0%b7%d0%b0-%d1%83%d1%81%d1%82/
537,иновации,"Ангел Матеев участва в дискусия за устойчивото развитие и екологичните, социални и управленски фактори","“Когато обсъждаме устойчивото развитие и зелените политики, говорим за нещо повече от финансиране, пари и инвестиции – за глобални тенденции, оформяне на екологично мислене и създаване на ценности“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%b4%d0%b8%d1%81%d0%ba%d1%83%d1%81%d0%b8%d1%8f-%d0%b7%d0%b0-%d1%83%d1%81%d1%82-2/
