,keyword,title,date,href
21,big data,https://www.ubb.bg/en/news/view/obb-s-golyamata-nagrada-na-b2b-media-awards-i-oshte-6-parvi-mesta-za-inovatsiite-na-kbc,10 July 2020,https://www.ubb.bg/en/news/view/obb-s-golyamata-nagrada-na-b2b-media-awards-i-oshte-6-parvi-mesta-za-inovatsiite-na-kbc
22,big data,https://www.ubb.bg/en/news/view/obb-vrachi-golyamata-nagrada-po-kampaniya-s-kreditni-karti-chisto-nov-suv-elektricheski-avtomobil,02 June 2022,https://www.ubb.bg/en/news/view/obb-vrachi-golyamata-nagrada-po-kampaniya-s-kreditni-karti-chisto-nov-suv-elektricheski-avtomobil
23,big data,https://www.ubb.bg/en/news/view/cyber-security-2018,17 October 2018,https://www.ubb.bg/en/news/view/cyber-security-2018
24,big data,https://www.ubb.bg/en/news/view/ne-stavay-jertva-na-kiber-izmami,28 October 2021,https://www.ubb.bg/en/news/view/ne-stavay-jertva-na-kiber-izmami
25,big data,https://www.ubb.bg/en/news/view/uvedomlenie-za-razprostranenie-na-falshivi-imeyli-ot-imeto-na-obb,22 February 2023,https://www.ubb.bg/en/news/view/uvedomlenie-za-razprostranenie-na-falshivi-imeyli-ot-imeto-na-obb
26,big data,https://www.ubb.bg/en/news/view/elevator-lab-336-applications-rbis-fintech-accelerator-program,03 August 2017,https://www.ubb.bg/en/news/view/elevator-lab-336-applications-rbis-fintech-accelerator-program
27,big data,https://www.ubb.bg/en/news/view/obb-vze-priza-za-inovatsii-v-konkursa-mistar-i-misis-ikonomika-2023,17 November 2023,https://www.ubb.bg/en/news/view/obb-vze-priza-za-inovatsii-v-konkursa-mistar-i-misis-ikonomika-2023
28,big data,https://www.ubb.bg/en/news/view/opit-za-izmama-chrez-izprashtane-na-imejl-ot-imeto-na-bankata,31 August 2018,https://www.ubb.bg/en/news/view/opit-za-izmama-chrez-izprashtane-na-imejl-ot-imeto-na-bankata
29,big data,https://www.ubb.bg/en/news/view/nad-20-000-novi-imotni-sdelki-sa-izpovyadani-v-sofiya-za-devetmesechieto-na-2019-godina,12 Decempber 2019,https://www.ubb.bg/en/news/view/nad-20-000-novi-imotni-sdelki-sa-izpovyadani-v-sofiya-za-devetmesechieto-na-2019-godina
30,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-raises-its-2012-economic-growth-forecast-15,09 October 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-raises-its-2012-economic-growth-forecast-15
31,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-eurozones-weaknesses-and-domestic-uncertainty-deteriorate-economic-growth-outlook-bulgaria,13 March 2013,https://www.ubb.bg/en/news/view/raiffeisenbank-eurozones-weaknesses-and-domestic-uncertainty-deteriorate-economic-growth-outlook-bulgaria
32,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-gdp-growth-q2-overshoot-rise-q1,02 September 2015,https://www.ubb.bg/en/news/view/raiffeisenbank-gdp-growth-q2-overshoot-rise-q1
33,big data,https://www.ubb.bg/en/news/view/the-merger-of-the-former-kbc-bank-bulgaria-and-ubb-continues-with-a-common-website,04 October 2023,https://www.ubb.bg/en/news/view/the-merger-of-the-former-kbc-bank-bulgaria-and-ubb-continues-with-a-common-website
34,big data,https://www.ubb.bg/en/news/view/Dylboko-skanirane-na-arheologicheski-obekt-za-pyrvi-pyt-v-Bylgarija,13 March 2012,https://www.ubb.bg/en/news/view/Dylboko-skanirane-na-arheologicheski-obekt-za-pyrvi-pyt-v-Bylgarija
35,big data,https://www.ubb.bg/en/news/view/preduprejdenie-za-nov-vid-telefonna-izmama,25 October 2021,https://www.ubb.bg/en/news/view/preduprejdenie-za-nov-vid-telefonna-izmama
36,big data,https://www.ubb.bg/en/news/view/uvedomlenie-za-postapili-signali-za-razprostranenie-na-fishing-imeyli,16 June 2022,https://www.ubb.bg/en/news/view/uvedomlenie-za-postapili-signali-za-razprostranenie-na-fishing-imeyli
37,big data,https://www.ubb.bg/en/news/view/preustanoven-dostapat-do-prilojenieto-za-mobilnoto-bankirane-obb-mobayl-i-nyama-da-moje-da-se-vazpolzvate-ot-uslugite-mu,10 January 2023,https://www.ubb.bg/en/news/view/preustanoven-dostapat-do-prilojenieto-za-mobilnoto-bankirane-obb-mobayl-i-nyama-da-moje-da-se-vazpolzvate-ot-uslugite-mu
38,big data,https://www.ubb.bg/en/news/view/ubb-construction-and-services-sectors-gdp-growth-drivers,05 July 2023,https://www.ubb.bg/en/news/view/ubb-construction-and-services-sectors-gdp-growth-drivers
39,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-unemployment-rate-highest-beginning-2004,10 May 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-unemployment-rate-highest-beginning-2004
40,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-short-term-indicators-point-comparatively-weak-fourth-quarter-2011,09 February 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-short-term-indicators-point-comparatively-weak-fourth-quarter-2011
41,big data,https://www.ubb.bg/en/news/view/economic-upswing-vs-geopolitics,04 April 2014,https://www.ubb.bg/en/news/view/economic-upswing-vs-geopolitics
42,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-moderate-growth-industry-and-shrinkage-construction-show-macroeconomic-prognoses,29 July 2014,https://www.ubb.bg/en/news/view/raiffeisenbank-moderate-growth-industry-and-shrinkage-construction-show-macroeconomic-prognoses
43,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-expects-gdp-growth-h2-similar-growth-h1-2014,08 September 2014,https://www.ubb.bg/en/news/view/raiffeisenbank-expects-gdp-growth-h2-similar-growth-h1-2014
44,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-lower-growth-q4-expected,04 March 2015,https://www.ubb.bg/en/news/view/raiffeisenbank-lower-growth-q4-expected
45,big data,https://www.ubb.bg/en/news/view/growth-industry-and-trade-decline-construction,27 April 2017,https://www.ubb.bg/en/news/view/growth-industry-and-trade-decline-construction
46,big data,https://www.ubb.bg/en/news/view/Apolonija-prevryshta-za-poredna-godina-Sozopol-v-ljatna-stolica-na-kulturata-s-podkrepata-na-OBB,28 August 2012,https://www.ubb.bg/en/news/view/Apolonija-prevryshta-za-poredna-godina-Sozopol-v-ljatna-stolica-na-kulturata-s-podkrepata-na-OBB
47,big data,https://www.ubb.bg/en/news/view/OBB-garantira-sigurni-plashtanija-v-Internet-za-svoite-klienti,04 September 2012,https://www.ubb.bg/en/news/view/OBB-garantira-sigurni-plashtanija-v-Internet-za-svoite-klienti
48,big data,https://www.ubb.bg/en/news/view/Spechelete-101-nagradi-s-OK-kredit-ot-OBB,17 November 2014,https://www.ubb.bg/en/news/view/Spechelete-101-nagradi-s-OK-kredit-ot-OBB
49,big data,https://www.ubb.bg/en/news/view/klientite-na-obb-veche-shte-mogat-da-izvyrshvat-naj-masovite-transakcii-elektronno-i-bez-sertifikat,20 May 2015,https://www.ubb.bg/en/news/view/klientite-na-obb-veche-shte-mogat-da-izvyrshvat-naj-masovite-transakcii-elektronno-i-bez-sertifikat
50,big data,https://www.ubb.bg/en/news/view/ok-kredit-vyrvi-s-tablet-lenovo-tab-ili-ipad-air-ot-obb-za-kysmetliite-na-proletta,25 April 2016,https://www.ubb.bg/en/news/view/ok-kredit-vyrvi-s-tablet-lenovo-tab-ili-ipad-air-ot-obb-za-kysmetliite-na-proletta
51,big data,https://www.ubb.bg/en/news/view/pritejatelite-na-karta-visa-s-shans-da-usetjat-rityma-na-olimpiadata-v-rio,16 May 2016,https://www.ubb.bg/en/news/view/pritejatelite-na-karta-visa-s-shans-da-usetjat-rityma-na-olimpiadata-v-rio
